0.00,1741.75,2708.72,2737.90,790.21,1663.24,1969.79,1808.77,1098.59,1273.16,1950.43,1759.63,2842.39,2933.54,1965.81,2675.23,3073.86,1547.53,3545.03,2862.91,2827.04,2160.42,3183.35,3168.52,4060.09,5972.87,7597.08,6815.09,7104.20,2744.40,3776.19,3688.59,2692.84,3831.25,2701.41,9641.29,2925.82,2860.03,10708.11,11170.95,10597.23,6959.40,7521.93,6817.09,6300.58,6712.28,6843.25,7629.68,7675.21,7154.44,9186.37,8008.13,6290.11,8703.36,3945.49,4345.27,6097.12,6476.30,4163.29,5174.96,6303.92,8076.63,8949.79,9078.75,9069.09,7761.27,7948.26,14061.30,15635.07,11814.46,5139.93,7384.90,12808.41,12102.96,11903.05,12385.55,11896.23,12631.32,12210.44,9410.68,9090.22,9103.12,10759.41,4593.16,5322.06,4397.11,4636.84,7484.19,6770.39,5114.90,4970.46,4244.82,5289.37,5436.03,4268.72,4781.66,8031.21,7615.71,8628.25,6860.56,6683.86,9015.10,11813.97,468.06,8464.41,8332.58,12745.46,6538.49,14173.01,15690.91,14152.79,11175.90
1753.97,0.00,1222.15,1149.60,2115.64,2869.99,3327.23,2775.24,2246.05,2764.64,3203.54,3251.10,1753.25,2117.87,1675.93,2861.49,3244.83,1302.95,2164.12,1265.50,1446.13,2629.83,3234.04,3802.45,4553.53,6532.18,8156.40,7374.41,7663.52,1821.55,3061.19,2503.46,3986.24,5174.29,3994.81,10200.61,4418.05,4352.26,9727.61,9845.96,9707.82,5422.75,5950.11,5623.79,4705.66,5117.37,5248.34,6034.77,6858.41,6392.84,8369.57,7020.36,5644.46,7886.56,2348.07,2752.75,7440.15,7819.33,5631.20,6667.19,7771.83,9419.66,10292.82,10421.79,10412.12,9106.06,9293.04,15404.33,16978.10,13157.49,6482.96,8727.93,14201.69,13496.23,13247.83,13730.33,13241.01,14024.59,13555.22,10803.95,10483.50,10496.39,12152.69,3722.51,5341.17,5225.64,5492.31,6181.04,5467.24,3811.75,3589.54,2863.90,3908.46,4055.12,5380.77,5893.71,7160.56,8175.02,9187.57,7419.88,7063.82,9516.61,10997.17,1285.92,6866.99,9725.85,14138.73,5667.84,14732.32,16250.23,14712.10,10359.10
2876.55,1375.55,0.00,453.72,3371.05,4173.18,4582.64,4078.43,3012.45,3573.90,3229.30,4132.45,2623.33,3271.41,3047.07,4141.81,4446.46,1448.72,2701.78,1077.32,2063.91,2267.65,2599.64,3440.27,4191.35,6170.00,7794.22,7012.23,7207.49,1187.15,2239.77,1443.42,4415.50,5720.34,4515.56,9838.43,5629.60,5563.81,8834.71,8953.06,8765.71,4494.68,5057.21,4622.51,3998.52,4669.55,4910.46,5333.06,6027.62,5562.05,7431.71,6019.08,4813.68,6948.70,1841.97,1755.69,8196.09,8575.27,6867.07,7808.32,9003.01,9707.15,10286.02,11034.92,10405.32,10457.74,10644.73,15397.53,17734.04,13913.43,7238.90,9483.87,15504.88,14799.43,14599.52,15082.01,14592.70,15327.79,14906.91,12107.15,11786.69,11799.59,13455.88,4592.59,6542.80,6596.78,6863.45,6718.71,6004.90,4349.41,4127.21,3401.57,4092.88,4279.49,6751.91,7264.85,7769.60,7719.00,8609.86,6963.85,6440.58,8893.37,10140.86,2481.84,6046.08,11029.04,15441.93,6537.91,14276.30,15794.20,14256.08,9502.79
2702.31,1196.46,454.56,0.00,3196.81,3998.94,4408.40,3904.19,2953.16,3471.75,3299.27,3958.21,2444.23,3092.31,2867.98,3962.71,4267.37,1498.47,2507.80,803.22,1789.81,2337.62,2804.74,3510.24,4261.32,6239.97,7864.19,7082.20,7352.30,1392.25,2384.58,1619.30,4485.47,5790.30,4585.53,9908.40,5455.36,5389.57,8693.44,8811.80,8624.45,4353.42,4915.95,4481.25,3857.26,4528.29,4769.20,5191.80,6088.16,5706.86,7290.45,5877.82,4958.49,6807.44,1700.71,1614.43,8147.26,8526.44,6692.83,7634.08,8828.77,9777.12,10355.99,11104.89,10475.29,10283.50,10470.49,15467.50,17685.21,13864.60,7190.07,9435.04,15330.64,14625.19,14425.28,14907.77,14418.46,15153.55,14732.67,11932.91,11612.45,11625.35,13281.64,4413.49,6363.70,6417.68,6684.36,6524.72,5810.92,4155.43,3933.22,3207.58,3951.62,4138.23,6572.81,7085.75,7575.61,7863.81,8754.67,7108.66,6585.39,9038.18,9999.60,2307.60,5904.81,10854.80,15267.69,6358.82,14421.11,15939.01,14400.89,9361.52
867.73,2115.83,3190.74,3219.92,0.00,873.03,1211.60,1018.57,1836.36,1709.27,2688.20,1865.08,2563.52,2571.45,1603.72,1944.33,2342.96,2180.64,3433.80,3258.66,2863.38,2898.19,3921.12,3906.29,4797.86,6710.64,8334.85,7552.86,7841.98,3368.82,4549.01,4339.26,3308.73,4267.36,3317.30,10379.06,2499.78,2433.99,11480.93,11695.11,11370.05,7271.90,7799.26,7588.82,6363.24,6774.95,6905.91,7692.35,8448.03,7927.27,9959.19,8780.95,7062.93,9476.18,4247.68,4758.00,6533.22,6912.40,3605.02,4662.83,5745.65,8512.73,9385.89,9514.85,9505.19,7157.59,7344.58,14497.40,15457.16,12250.56,5546.00,7821.00,12204.73,11499.28,11299.37,11781.87,11292.55,12027.64,11606.76,8807.00,8486.54,8499.44,10155.73,4231.08,4531.86,3606.90,3846.63,7205.32,6491.52,4836.03,4733.95,4247.54,5325.71,5438.75,3665.04,4044.70,7669.12,8353.48,9366.02,7598.33,7421.63,9752.87,12586.79,911.95,8690.58,7728.90,12141.78,6176.40,14910.78,16428.68,14890.56,11948.72
1749.82,2930.01,4059.68,4079.61,882.09,0.00,706.27,1276.73,2718.45,2377.59,3427.59,1881.29,3087.50,2969.51,1977.99,2264.42,2663.05,3062.72,3957.78,4067.44,3516.24,3780.27,4803.21,4788.38,5679.95,7592.73,9216.94,8434.95,8724.06,4250.91,5431.10,5208.20,3977.06,4579.02,3687.31,11173.70,2049.13,1983.34,12363.02,12503.90,12252.14,8080.68,8608.04,8457.76,7172.03,7583.73,7714.70,8501.13,9330.12,8809.35,10841.28,9663.04,7945.02,10358.27,5056.47,5572.17,6844.89,7224.07,3083.81,4198.09,5224.43,8824.40,9697.56,9826.52,9816.86,6681.79,6868.78,14809.07,14981.36,12385.56,5081.26,8132.67,11728.93,11023.48,10823.56,11306.06,10816.74,11551.84,11130.96,8331.20,8010.74,8023.63,9679.93,4629.14,4748.30,3195.08,3434.82,7729.30,7015.50,5360.01,5257.93,4771.51,5978.57,5962.73,3189.24,3632.88,8067.18,9235.56,10248.11,8480.42,8303.72,10634.96,13468.88,1794.04,9499.36,7253.09,11665.97,6574.46,15792.87,17310.77,15772.65,12830.81
1905.52,3327.43,4393.69,4422.87,1211.60,706.27,0.00,1632.28,2787.08,2194.02,3244.01,1359.02,3564.09,3457.86,2479.66,2672.35,3036.31,3358.15,4434.37,4470.25,3979.07,3935.98,4938.12,4857.01,5748.59,7661.36,9113.91,8503.59,8792.70,4555.02,5586.80,5499.21,3647.00,4192.96,3301.25,10787.63,1526.86,1461.07,12518.72,12906.71,12407.85,8483.50,9010.86,8627.71,7574.84,7986.54,8117.51,8903.94,9485.83,8965.06,10996.99,9818.75,8100.72,10513.98,5459.28,5969.59,6458.83,6744.43,2489.60,3603.88,4630.22,8438.33,9311.49,9440.46,9430.79,6087.58,6274.57,14423.00,14387.15,11791.35,4487.05,7746.60,11134.72,10429.27,10229.36,10711.85,10222.53,10957.63,10536.75,7736.99,7416.53,7429.43,9085.72,5113.52,4942.25,2907.92,3063.64,8205.89,7492.09,5836.60,5734.52,5248.11,6441.40,6439.32,2595.03,3107.97,8544.48,9304.20,10316.75,8549.05,8372.36,10703.59,13624.59,2092.16,9902.18,6658.88,11071.77,7051.76,15725.48,17379.41,15723.33,12986.52
1897.24,2724.41,3854.07,3874.01,1029.51,1287.67,1742.94,0.00,2865.87,2738.78,3717.71,2827.18,2410.52,2040.61,1231.04,1138.75,1534.41,2964.51,3377.32,3833.12,3134.23,3927.70,4913.11,4935.80,5827.37,7740.15,9364.36,8582.37,8871.48,4108.42,5363.60,5002.59,4338.24,5296.86,4346.81,11408.57,3089.05,3023.26,12078.25,12196.61,12058.46,7773.40,8300.76,8251.53,6864.74,7276.44,7407.41,8193.84,9256.45,8741.86,10767.61,9589.36,7877.52,10284.59,4749.18,5350.28,7562.73,7737.22,3482.39,4596.67,5623.02,9542.24,10415.40,10544.36,10534.70,6563.58,6750.57,15526.91,15305.31,12784.14,5479.85,8850.51,12047.64,10971.00,10705.35,11187.85,10698.53,11875.78,11012.75,8655.14,8334.69,8347.58,10003.88,3611.62,3513.29,2683.16,2949.83,6999.17,6285.36,4629.87,4527.80,4191.05,5438.42,5382.27,2838.29,3351.23,7042.57,9382.99,10395.53,8627.84,8451.14,10782.38,13395.20,1715.33,9192.08,7577.04,11989.92,5549.86,15940.29,17458.19,15920.07,12757.13
1145.01,2051.92,2687.16,2791.56,1882.78,2755.82,2833.51,2901.35,0.00,1013.97,1439.26,1755.66,3571.90,3746.97,2837.69,3652.26,4066.91,1559.68,4153.15,2916.57,3435.17,1520.73,2551.85,2571.64,3463.21,5375.99,7000.20,6218.21,6507.32,2575.07,3606.86,3519.26,2221.96,3380.76,2230.53,9044.41,3158.94,3093.15,10538.78,11001.62,10427.90,6790.07,7352.60,6647.76,6432.61,6844.31,6975.28,7761.71,7505.88,6985.11,9017.04,7838.80,6120.78,8534.03,3999.14,4398.93,5646.62,6025.80,4364.12,5292.68,6487.37,7626.13,8499.29,8628.26,8618.59,8123.07,8310.06,13610.80,15184.57,11363.96,4689.43,6934.40,13072.15,12405.57,12264.84,12747.34,12258.02,12895.06,12572.24,9643.78,9392.84,9370.89,11023.15,5421.76,6318.16,5489.69,5529.79,8170.08,7456.28,5800.78,5578.58,4852.94,5839.41,6026.03,5061.18,5574.12,8859.81,7018.83,8031.37,6263.68,6086.98,8418.22,11644.64,1596.86,8518.07,8635.19,13009.20,7367.09,13576.13,15094.03,13555.91,11006.57
1273.16,2773.37,3462.18,3513.02,1709.27,2356.24,2194.02,2727.83,959.56,0.00,1378.04,1015.12,4038.46,4107.20,3139.48,3653.60,4052.22,2294.34,4754.88,3638.03,4036.90,2272.49,3110.59,3029.48,3921.06,5833.83,7458.05,6676.06,6965.17,3350.09,4381.87,4294.28,1927.51,2767.73,1876.02,9362.40,2418.40,2352.61,11299.91,11762.75,11189.03,7565.09,8127.61,7422.78,7154.06,7565.77,7696.73,8483.17,8267.01,7746.24,9778.17,8599.93,6872.53,9295.16,4720.60,5120.39,5033.60,5412.78,3623.58,4552.15,5746.83,7013.10,7886.26,8015.23,8005.56,7382.53,7569.52,12997.77,14571.55,10750.93,4076.41,6321.38,12331.61,11665.04,11524.31,12006.80,11517.48,12154.52,11831.70,8903.25,8652.30,8630.35,10282.61,5766.83,6241.12,4883.52,4866.76,8680.26,7966.46,6310.97,6180.31,5454.67,6499.23,6645.89,4398.15,4911.09,9204.88,7476.67,8489.22,6721.52,6544.83,8876.06,12405.77,1741.22,9239.52,7894.65,12268.66,7712.16,14033.97,15551.88,14013.75,11767.70
